publication_id,published_in,start_page,end_page,continued_on,continuation_end,illustrated,notes,article_subseries,system
1181716196,-2134672950,105,121,,,unknown,,0,1
1181719644,-35701400,88,95,,,unknown,,0,1
1181740496,-1886732276,227,245,,,unknown,,0,1
1181783313,1707343310,26,26,,,no,,0,1
1181803381,-493602281,47,47,,,no,,0,1
1181812585,-1727228006,318,326,,,unknown,,0,1
1181947447,-239207383,362,370,,,unknown,,0,1
1182019999,2020431213,179,188,,,no,,0,1
1182237985,720611985,426,439,,,unknown,,0,1
1182416873,-1993156472,19,52,,,no,,0,1
1182472035,-1898156270,22,22,,,no,,0,1
1182498662,1504825983,31,31,,,no,,0,1
1182499755,1730552324,79,79,,,no,,0,1
1182625555,391239834,20,21,,,no,,0,1
1182686291,-1595356008,,,,,unknown,,0,1
1182816519,-405154229,101,,,,unknown,,0,1
1182852714,1633445279,69,70,,,unknown,,0,1
1182855867,-1034237834,10,10,,,no,,0,1
1182877775,-2141065837,22,22,,,no,,0,1
1183049637,-1153081661,314,315,,,no,,0,1
1183464643,420789205,174,174,,,no,,0,1
1183874498,1171285773,175,177,,,no,April,0,1
1184437754,-822425330,11,18,,,no,,0,1
1184662029,1626141157,601,601,,,no,Nov,0,1
1184760192,-322410956,8,8,,,yes,,0,1
1185123874,312208487,11,11,,,unknown,,0,1
1185353672,1132773275,49,49,,,no,,0,1
1185775194,-1270459582,21,21,,,no,,0,1
1186067489,1790182779,8,8,,,no,,0,1
1186094139,-172004744,1,7,,,unknown,,0,1
1186207310,-1128717151,212,213,,,no,,1679595058,1
1187503420,-1684521315,66,66,,,no,Printed with a translation by Nuala Ní Chonchúir,0,1
1188104195,-2042492159,0,0,,,unknown,,0,1
1188252914,-1214690780,10,12,,,yes,,0,1
1188796680,-54141632,31,31,,,no,,-1365213893,1
1189099704,1588823483,28,29,,,no,,0,1
1189242560,-2118346070,71,71,,,no,,0,1
1189362751,-1728106220,,,,,unknown,,0,1
1189685834,1172077206,31,31,,,no,January,0,1
1190154585,1292331282,232,232,,,unknown,,0,1
1190213034,-2085657939,,,,,unknown,,0,1
1190251079,-726338677,10,11,,,no,,0,1
1190711331,1172776839,42,42,,,no,January,0,1
1190724300,1597119966,83,84,,,no,,0,1
1191164969,-294870935,1,4,,,unknown,,0,1
1191677982,-410276349,192,192,,,no,,0,1
1192386432,2071506839,34,35,,,unknown,,0,1
1192609028,1471753753,20,25,,,no,,0,1
1192750997,158900329,13,13,,,no,,0,1
1193071864,-63888845,7,7,,,unknown,,0,1
1193547395,-871255094,4,5,,,no,,0,1
1193571022,1138909600,47,47,,,no,,0,1
1193718091,-188148252,102,112,,,no,,0,1
1193801060,-2062024455,80,83,,,yes,,0,1
1193925558,-1956712889,156,156,,,no,,0,1
1194211686,489892129,28,28,,,yes,,0,1
1194464303,1182500989,313,321,,,unknown,,0,1
1194977908,-1703930081,18,19,,,no,,0,1
1194992420,-494985287,16,17,,,yes,,0,1
1195018553,1949136472,188,192,,,unknown,,0,1
1195039501,-1395175504,4,4,,,no,,0,1
1195085543,-1148166048,117,124,,,no,,-1377194378,1
1195459911,-590310479,10,12,,,yes,,0,1
1195790464,-1855204129,10,11,,,no,,0,1
1195818109,1862728801,23,40,,,no,,0,1
1196477269,1171980060,496,498,,,no,September,0,1
1196715663,1286082010,35,36,,,yes,,0,1
1197520685,-726901924,10,10,,,no,"Review of 'Salm Caintic Cruit' by An tSúir Veronica Ní Chinnéide, Siúracha na Carthanachta, 1993",0,1
1198279055,793741408,271,271,,,no,,0,1
1198340853,-1148166048,95,108,,,no,,802823785,1
1198384655,-1268780990,133,135,,,unknown,,0,1
1198520715,1349297481,83,84,,,no,,0,1
1198609591,1597119966,115,115,,,no,,0,1
1199986678,1522744144,43,43,,,no,"Note at beginning of column: 'We shall publish monthly a series of '98 Ballads, suitable for recitation at meetings of Centenary Committees, and trust to have the co-operation of our National poets in making this series worthy of the men and cause they are written to commemorate'.",-62000234,1
1200112333,1467480289,46,46,,,yes,,0,1
1200230523,1103300770,27,31,,,no,,0,1
1200267613,-1230764390,141,145,,,unknown,,0,1
1200317328,757554962,28,28,,,yes,,0,1
1200452483,1111298689,73,73,,,no,,0,1
1200578792,2108347050,6,9,,,yes,,0,1
1201029980,1174918186,271,272,,,no,May,,1
1201221662,1138724949,26,27,,,no,,0,1
1201340402,-848620784,43,44,,,unknown,,0,1
1201891051,615871219,394,394,,,no,July,0,1
1202051005,-1565438760,46,46,,,no,,0,1
1202106102,-697076730,378,378,,,no,July,0,1
1202162489,1853195101,,,,,unknown,,1196432413,1
1202980317,-2124957851,389,390,,,yes,,0,1
1203168014,1686115209,198,198,,,no,April,0,1
1203366672,-1479998585,109,110,,,no,,0,1
1203791361,1626141157,262,262,,,no,May,0,1
1203956384,1813940383,145,145,,,no,,0,1
1204302893,1439613028,206,207,,,unknown,,0,1
1204337078,1149280800,108,108,,,no,,0,1
1204379760,1707161582,11,11,,,yes,,0,1
1204427820,-1619540259,208,208,,,unknown,,0,1
1204784604,53900433,5,5,,,no,,0,1
1204957726,-315858511,45,51,,,yes,,0,1
1205528285,1184974796,,,,,unknown,,1196432413,1
1206988300,1147703246,118,121,,,no,,0,1
1207071447,1467480289,33,33,,,no,,0,1
1207162664,1476847665,61,61,,,no,,0,1
1207622259,-606868091,169,186,,,no,April,0,1
1208252046,-224395774,19,19,,,no,,0,1
1208533669,-1979156556,21,21,,,no,,0,1
1208816036,1951328081,62,62,,,no,,0,1
1209178037,1766939396,447,447,,,yes,,0,1
1209479851,-655421009,15,15,,,no,,0,1
1209481836,-1223657126,232,234,,,unknown,,0,1
1209521450,-779376926,47,47,,,no,"""(On the ruin above Arthur's Kitchen, 1938)""",0,1
1209695661,359386076,83,92,,,no,,0,1
1209908830,1173265904,542,542,,,no,September,0,1
1210347274,-1793529664,388,390,,,no,September,0,1
1210500215,324904462,373,394,,,unknown,,0,1
1210569455,1381310906,191,196,,,no,,0,1
1210671951,1146693316,33,38,,,no,Highly recommended,0,1
1211107437,861681982,231,231,,,unknown,,0,1
1211130988,-1479998585,366,370,,,no,,1368559200,1
1211233954,-584632522,608,613,,,yes,,0,1
1211724641,-463215609,21,23,,,yes,,0,1
1211751775,763714454,563,594,,,unknown,,0,1
1212438443,-743550759,269,277,,,yes,,0,1
1212608706,1124373158,408,408,,,unknown,,0,1
1212652577,1174646083,157,158,,,no,As. M.M.R.,0,1
1212761351,1171536095,76,76,,,no,Feb,0,1
1212995563,-171831830,105,107,,,no,,-5857954,1
1213069984,1132328220,76,76,,,no,,0,1
1213139488,-1159625257,107,108,,,unknown,,0,1
1213192181,1004906585,23,33,,,unknown,,0,1
1213248217,308821264,100,101,,,no,,874628865,1
1213285705,2109141601,331,331,,,no,,0,1
1214465595,-410276349,15,16,,,no,,0,1
1214590554,-490696808,29,29,,,no,,0,1
1214802850,242618620,271,273,,,no,,0,1
1215483215,-1594707420,397,397,,,no,July. As R.M.G.,0,1
1215532596,-1691687799,10,32,,,yes,,0,1
1215660034,1172776839,631,631,,,no,December,0,1
1216544350,-1650309391,6,14,,,no,,0,1
1216811071,540476918,108,125,,,unknown,,0,1
1217560175,1394678406,3,5,,,no,"'Tulips', 'The Seed-Picture', 'The Cage-Cup'",0,1
1217743520,-279839679,65,65,,,no,,0,1
1217751280,1718204683,157,162,,,no,,0,1
1217832589,-204321941,33,33,,,yes,"""after Margaret Atwood""",0,1
1217900580,-1841647217,85,99,,,no,,0,1
1217951354,1147872481,1100,1100,,,no,,0,1
1217965235,-536006470,12,15,,,no,,0,1
1218303638,1739266825,7,10,,,no,,0,1
1218670496,841183542,191,191,,,no,,0,1
1219293389,-149953506,45,57,,,no,January,419332618,1
1219378104,751773408,131,149,,,yes,,0,1
1219533855,-107996616,580,591,,,no,,0,1
1220010752,-1253418455,1,5,,,unknown,,0,1
1220438373,-1859600011,44,47,,,no,,0,1
1220592539,1479599260,22,25,,,no,,0,1
1220634976,-166923973,11,11,,,no,Published in The Irish Press.,1196432413,1
1220902379,-1717818364,24,43,,,yes,,0,1
1220909516,793741408,269,269,,,no,,0,1
1221003063,-92898211,163,163,,,no,March,0,1
1221566273,-1112611776,,,,,no,,0,1
1221585588,992780507,68,68,,,no,Feb,0,1
1222104035,1135100663,25,25,,,no,,0,1
1222648336,1838808362,71,71,,,no,,0,1
1222924016,2080463604,56,57,,,no,,0,1
1222983071,1271712170,29,29,,,no,,0,1
1223378697,155619368,6,6,,,no,,0,1
1223486112,-1353637947,418,420,,,unknown,,0,1
1223681842,-1064768630,582,585,,,no,November,0,1
1224382673,-224395774,26,27,,,no,,0,1
1224478312,1831481425,23,23,,,yes,,0,1
1224866289,1149280800,32,43,,,no,,0,1
1225305019,1611418334,22,37,,,no,,0,1
1225670156,1126089774,271,278,,,yes,,371838999,1
1225810645,-1677506484,40,46,,,no,,0,1
1225911851,-2099189129,20,21,,,no,,0,1
1225976591,-1118804902,19,19,,,no,,0,1
1226095848,-2017528851,2,2,,,unknown,,0,1
1226279614,-513244732,18,29,,,yes,,0,1
1226334362,-493259875,3,3,,,no,,0,1
1226515349,-994811292,12,12,,,no,,0,1
1226837085,-984191423,27,28,,,no,,0,1
1227098545,245418648,23,23,,,no,,0,1
1227190383,-1424659142,19,20,,,no,,0,1
1227333805,396407335,109,110,,,no,,0,1
1227334542,232632891,719,727,,,unknown,,0,1
1227594362,1170502890,695,695,,,no,,0,1
1227778555,-1557805808,420,421,,,no,August,0,1
1227782146,-12879777,210,210,,,no,,0,1
1228357125,33216646,30,30,,,yes,,0,1
1228629532,114000849,329,346,,,no,,0,1
1229346234,-1070558915,22,24,,,no,,0,1
1229625141,-1292767428,19,19,,,no,,0,1
1230321980,-160470440,12,12,,,yes,,0,1
1230839694,90397409,9,11,,,no,,0,1
1231229242,1270116468,46,50,,,no,"Review of Agnes Nemes Nagy, Between: Selected Poems, trans. Hugh Maxton",0,1
1231263916,-758628704,12,32,,,no,,0,1
1231513465,1739483224,118,146,,,no,,0,1
1231529240,-744559267,10,12,,,yes,,0,1
1231728097,-197984376,112,113,,,no,For Stuart Evans,0,1
1232156042,1626141157,649,653,,,no,Dec,0,1
1232485693,-676509280,47,61,,,no,,0,1
1232551943,-938321442,27,29,,,no,,0,1
1233320339,-1432367944,393,393,,,no,,0,1
1233443799,-1191237614,30,30,,,no,,0,1
1233981611,1035416011,121,121,,,no,,0,1
1234254991,420789205,173,173,,,no,,270720473,1
1234300984,1167194109,192,192,,,no,,0,1
1234576233,-1253836280,10,10,,,no,,0,1
1234734318,1344864613,28,29,,,yes,,0,1
1235985319,-831606182,480,486,536,545,no,September; October,1876797860,1
1236209753,-1274233142,26,26,,,yes,,0,1
1236631218,-1223657126,468,469,,,unknown,,0,1
1236747417,1616764723,69,75,,,yes,,0,1
1236886142,2078870069,12,13,,,no,,0,1
1237302834,-422404459,145,164,,,no,,0,1
1238079780,1363332998,17,22,,,yes,,0,1
1238280010,308821264,89,90,,,no,,874628865,1
1238324698,1597119966,88,88,,,no,,0,1
1238765540,-281532337,8,9,,,no,,0,1
1238801350,-734078022,33,33,,,no,,0,1
1239257576,-1810725104,8,8,,,no,,0,1
1239542969,1171710502,41,42,,,no,Jan,0,1
1239653862,1144780726,12,12,,,no,,0,1
1239950186,982909436,56,56,,,no,,0,1
1240407560,2082646851,15,17,,,no,,0,1
1240974790,12906146,1,3,,,unknown,,0,1
1241200733,-877039002,630,631,,,no,,0,1
1241395466,-1223657126,270,270,,,unknown,,0,1
1241401833,-1597551992,4,4,,,no,,0,1
1241630322,1438658517,6,6,,,no,,0,1
1241656315,278009925,8,10,,,yes,,0,1
1241759902,263266138,71,71,,,no,,0,1
1241897420,1757902334,22,22,,,no,,0,1
1242162201,1603531751,368,369,,,unknown,,0,1
1242341305,842656152,35,114,,,no,,0,1
1242546996,1128694492,12,13,,,no,,0,1
1242871465,1931110296,22,22,,,no,,0,1
1242942580,532332831,34,35,,,no,"'The Brew', 'Primroses', 'Unto a Deliquent is Born'",0,1
1243137111,-1814562498,260,271,,,no,,0,1
1243305991,397906405,402,402,,,no,,0,1
1243587513,1132328220,15,15,,,no,,0,1
1244081212,1000999888,80,80,,,no,,0,1
1244334565,-1366068647,np,np,,,no,,0,1
1244504618,623409383,6,6,,,no,,0,1
1244594926,107704662,113,130,,,no,March,-597338153,1
1244683721,-768149016,3,4,,,no,,0,1
1245236864,-1540987849,20,32,,,unknown,,0,1
1245508113,-1156678652,251,266,,,no,,0,1
1246068526,1371245314,204,213,,,yes,,0,1
1246184804,505593348,45,45,,,no,,0,1
1246631846,1522768473,v,v,,,no,,0,1
1246748712,1173286067,652,656,,,no,October,,1
1247177047,-1579984320,9,11,,,no,,0,1
1247750550,-134264003,412,,,,unknown,,0,1
1247762735,-669419354,460,475,,,unknown,,0,1
1247807200,923225563,67,67,,,no,,0,1
1248156075,343521909,17,18,,,no,,0,1
1248267985,-147108945,18,18,,,no,,0,1
1248576055,1135010462,42,42,,,no,,0,1
1248603984,1141828220,32,32,,,no,,0,1
1248815110,1730343005,7,9,,,yes,,0,1
1249138001,1173110667,40,40,,,no,January,0,1
1249359079,971838569,26,26,,,no,,0,1
1249399594,-1817912723,7,,,,unknown,information from index of authors 1924-1987,0,1
1249445216,-722499609,59,59,,,no,,0,1
1249468194,865575819,30,32,,,yes,,0,1
1250573928,1174918186,6,21,,,no,"January. Throughout vol29, cont in vol30.",-530683831,1
1250789657,-1028448326,469,482,,,no,,0,1
1251328122,1962054764,531,541,,,unknown,,0,1
1251562668,-1424318266,47,47,,,no,,0,1
1251701447,1353418061,93,93,,,no,'Speech delivered by Miss Mellone at the Hyde Park Meeting on July 26th.',0,1
1251739103,1172174358,254,254,,,unknown,,0,1
1252031666,-1276387778,328,328,,,unknown,,0,1
1252087420,982909436,44,44,,,no,,0,1
1252214024,1171980060,662,663,,,no,December,0,1
1252322656,1139337212,48,48,,,no,,0,1
1252445494,1057958558,149,150,,,yes,,0,1
1252523919,-1945889658,20,22,,,no,,0,1
1252937547,-1584471185,1,4,,,unknown,,0,1
1253159329,1597119966,112,113,,,no,"""And Laban said, It must not be so done in our country, to give the younger before the first born.""",0,1
1253185959,-982958594,,,,,unknown,"""legal position and welfare benefits North and South"" [Rolston, Fortnight: The Index 1970-1987]",0,1
1253558719,1928988223,613,615,,,no,November,0,1
1253567022,1173873163,766,771,,,no,December,0,1
1253943495,2061152554,32,32,,,no,,0,1
1254343118,1131730426,20,20,,,no,Part of supplement on Scottish poetry.,0,1
1254892428,-1353172073,8,8,,,no,,0,1
1255322232,-526043338,54,55,,,no,Fifth poem of 'Outside History: A Sequence'.,0,1
1255709194,211183821,5,5,,,yes,Translated from Arabic.,0,1
1255713929,1150450600,1,13,,,yes,,0,1
1255936550,-1063179976,15,16,,,no,,0,1
1256273600,1171980060,460,462,,,no,August,0,1
1256766451,1146784658,68,68,,,no,,0,1
1257299825,-200412368,257,272,,,unknown,,0,1
1257311534,-2130783999,0,0,,,unknown,,0,1
1257450879,-142445236,168,169,,,no,,0,1
1257634762,-580110542,107,107,,,no,,0,1
1257775888,-25112661,11,11,,,no,,0,1
1257845316,-921447693,8,8,,,no,,0,1
1258224639,821541046,148,151,,,yes,,0,1
1259116722,170631140,9,25,,,no,,0,1
1259888501,852421367,324,324,,,no,,0,1
1259909887,1652533382,71,71,,,no,"Review of Eileen O'Faolain, Irish Sagas and Folk Tales.",0,1
1260110300,1172243087,25,25,,,no,January,0,1
1260137789,-1971336542,24,24,,,no,,0,1
1260233386,-687933668,15,16,,,no,,0,1
1260361565,971838569,54,54,,,no,,0,1
1260420592,-2060089235,381,394,,,unknown,,0,1
1260488519,1124202034,79,86,,,no,,-1316476743,1
1260491837,215613428,56,56,,,no,,0,1
1260938739,-342436102,7,13,,,no,From a work-in-progress describing author's experiences as a Republican prisoner.,0,1
1261369828,1832995828,394,394,,,no,Extract from a series of letters published in the Belfast daily papers.,0,1
1261423444,-326910050,10,11,,,no,,0,1
1261487150,1172776839,60,60,,,no,February,,1
1261558817,1147797664,16,16,,,no,,0,1
1261735860,-295744904,79,79,,,no,From Coming Back,0,1
1261768437,1146784658,72,72,,,no,,0,1
1261789990,-9310880,77,98,,,yes,,0,1
1261824496,-327276385,68,68,,,no,,0,1
1261846668,500296855,3,,,,unknown,information from index of authors 1924-1987,0,1
1262045250,-2085281035,4,7,,,yes,,0,1
1262125156,-526839762,53,58,,,no,,0,1
1262912757,2026669401,1,187,,,no,,0,1
1262943511,1174918186,374,375,,,no,July,0,1
1263132489,1171536095,595,595,,,no,Nov,0,1
1263165120,1914946531,19,20,,,no,,0,1
1263182016,-1383789085,22,23,,,no,,0,1
1263192254,313947609,28,31,,,no,,0,1
1263350176,1667168200,14,14,,,no,,0,1
1263555822,-1859600011,51,51,,,no,,0,1
1263614922,-1491965555,8,8,,,no,,0,1
1264023328,-1325116231,9,12,,,no,"'The Wives of Childhood', 'I Save Your Coat But Your Lose it Later', 'Some With Wings, Some With Manes'.",0,1
1264361796,-1622689043,21,21,,,no,,0,1
1264414994,-524827248,,,,,unknown,,0,1
1264543779,-227676182,633,634,,,no,,0,1
1264592143,1768070743,np,np,,,no,,0,1
1264651036,546345512,67,67,,,no,,0,1
1264733328,-611046502,81,81,,,no,,0,1
1265418422,-1514044645,225,252,,,unknown,,0,1
1265858112,-813097573,23,23,,,no,,0,1
1266124357,1429267455,6,6,,,no,y,0,1
1266198717,463670496,107,107,,,no,,0,1
1266451818,-874591268,28,30,,,yes,,0,1
1267510734,1684727456,12,12,,,no,,0,1
1268097889,-1034237834,14,14,,,no,After the French of Pierre de Ronsard,0,1
1268464144,-1625573472,183,183,,,no,,0,1
1268499376,1577704085,112,114,,,no,,0,1
1268619790,-1366765727,4,4,,,no,,0,1
1269022204,603435057,18,18,,,no,,0,1
1269202473,601569224,640,654,,,unknown,,0,1
1269251631,1810071795,173,193,,,no,,0,1
1269257361,-1593304494,13,13,,,no,,0,1
1269383022,726368275,592,596,,,no,November,0,1
1269676357,-1453906401,44,44,,,no,,0,1
1269870462,670888883,184,184,,,unknown,,0,1
1269976182,-521321384,37,37,,,no,,0,1
1270092873,-2099189129,41,41,,,no,,0,1
1270141416,1768047550,217,221,,,unknown,,0,1
1270946831,-1519867558,58,59,,,yes,,0,1
1270994372,1748061743,7,7,,,no,,0,1
1271265581,-734078022,12,13,,,no,,0,1
1271590679,-135824549,31,31,,,no,,0,1
1271797170,-162324306,33,33,,,no,,0,1
1272086479,-1110403800,69,69,,,no,,0,1
1273032569,1216311180,16,16,,,no,For A.W.,0,1
1273097376,-398759542,18,40,,,no,,0,1
1273127339,-799593777,479,479,,,no,Sept,0,1
1273211833,420789205,173,173,,,no,,270720473,1
1273631747,1138807086,52,54,,,no,"Review of Thomáis Laighléis, ed. Tomás de Bhaldraithe",0,1
1274208827,-2034370206,2,2,,,no,,0,1
1276362193,-1575573744,193,195,,,no,,0,1
1276920014,713068243,48,49,,,no,,0,1
1277046376,1336037931,21,22,,,yes,,0,1
1277381324,-478005311,27,33,,,no,,-1363658460,1
1277555043,1167828522,4,4,,,no,,0,1
1277875051,-825148540,115,126,,,no,,0,1
1278899977,-1157671938,23,23,,,no,,0,1
1278949559,-107996616,469,470,,,no,,0,1
1279023338,1302027431,198,211,,,unknown,,0,1
1279136263,-814723424,121,121,,,no,,0,1
1279270610,1407747509,683,695,,,no,"'Icilia', 'The Gifted', 'A Song', 'The Spirit-Tryst', 'The Mother's Faith', 'The Eclipsed Moon', 'The Remembrance of a Dream', 'The Bracelet', 'Alethe's Doom', 'The Rainbow Seen in Town', 'Lines Addressed to a Child', 'The Absent Ones'.",2056911512,1
1279527038,1095953809,9,9,,,no,Published in The Irish Press.,1196432413,1
1280227501,-1841579844,71,71,,,no,Included in 'Anthology of Argentinian Poetry'.,0,1
1280252521,1151081991,106,113,,,no,,0,1
1280707062,1172776839,645,650,,,no,December,0,1
1280761280,-501853413,188,198,,,no,,0,1
1280785160,-2003060090,6,6,,,no,,0,1
1280810027,-1066516206,7,14,,,unknown,,0,1
1280860315,1141828220,45,45,,,no,,0,1
1281425125,-451717200,599,625,,,no,,0,1
1281765844,-1027462939,36,37,,,unknown,,0,1
1282559328,1571064639,11,16,,,no,,0,1
1283147249,-1453736335,73,73,,,no,Appeared on the DART in Dublin in October 2005 in conjunction with IMRAM poetry festival.,0,1
1283151153,-1439118859,274,274,,,no,,0,1
1283265394,1924496152,34,34,,,yes,,0,1
1283302818,758988892,85,85,,,no,,0,1
1283441038,505593348,88,91,,,no,"Review of Ernst Jandl, Thingsure, trans. Michael Hamburger.",0,1
1283681043,1594209975,33,33,,,no,,0,1
1284140474,-526043338,54,54,,,no,Fourth poem of 'Outside History: A Sequence'.,0,1
1284158055,-1557805808,89,101,,,no,Feb,0,1
1284231507,1193668297,19,19,,,no,,0,1
1285372894,-54141632,127,127,,,no,,875499651,1
1285497114,2087846446,13,13,,,no,,0,1
1285670671,1499277830,7,8,,,no,,0,1
1285766235,1172077206,247,262,,,no,May,0,1
1285805409,1131959483,28,28,,,yes,,0,1
1285986611,993992506,,,,,unknown,,0,1
1286117356,1422391417,35,35,,,yes,,0,1
1286285915,-1668083202,15,15,,,no,,0,1
1286403150,1598962337,32,32,,,yes,,0,1
1286653387,-831606182,665,665,,,no,December,0,1
1286863138,-563441226,5,6,,,no,,0,1
1287541731,-1659788630,2,3,,,no,,0,1
1287698214,-1544839053,12,12,,,no,,0,1
1287742892,-1276387778,87,89,,,unknown,,0,1
1288333635,1154077182,73,73,,,no,,-62000234,1
1288472867,-1070558915,83,83,,,no,,0,1
1288574730,693972551,531,533,,,no,,0,1
1288691767,1199720654,9,9,,,no,Published in The Irish Press.,1196432413,1
1288736906,-293720088,45,45,,,no,Dialogue between Lady Hunt and an Army officer.,0,1
1289234799,670888883,368,368,,,unknown,,0,1
1289266650,-224395774,96,96,,,no,,0,1
1289317537,900113184,2,,,,unknown,information from index of authors 1924-1987,0,1
